Start-Datum;End-Datum;Name;Turnierart;Ordnungsnummer;Land;Ort;Region;Offener-Turniername;Veranstalter;Kategorie;Meldeschluss;Turnier-Link;Ausschreibung-Link;Ausschreibung-PDF;AK_U9;AK_U11;AK_U13;AK_U15;AK_U17;AK_U19;AK_U22;AK_O19;AK_O35
21.03.2021;22.03.2021;2. D-RLT HES Bezirk Wiesbaden O19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;2;DE;Eltville am Rhein;Bezirk Wiesbaden;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;13.03.2021;;;ja;;;;;;;;Einzel/Doppel/Mixed;
21.03.2021;21.03.2021;2. C-RLT RHP U11-U19;Rangliste;2;DE;abgesagt;;;RHP;C2-Level;17.03.2021;;;ja;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
22.03.2021;22.03.2021;1. D-RLT SAC RVL U11-U19;Rangliste;1;DE;Sporthalle der HTWK, Arno-Nitzsche-Str. 29, 04277 Leipzig;RVL;;SAC;D2-Level;07.03.2021;https://www.turnier.de/sport/tournament?id=DC6A6F3A-D3AF-4C4E-B0CC-FB80EB6FEDAE;;ja;;Einzel;;Einzel;;Einzel;;;
22.03.2021;22.03.2021; D-RLT SAC Chemnitz U11/U17;Rangliste;;DE;Marienberg;Chemnitz;;SAC;D2-Level;08.03.2021;https://www.turnier.de/sport/tournament?id=2FE6DF76-23C9-4CF4-9D3E-60E8000279C2;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;Einzel;;;Einzel;;;;
22.03.2021;22.03.2021;2. D-RLT NIS NBV-Bezirk Weser-Ems U17/U19 (abgesagt);Rangliste;2;DE;Melle;NBV-Bezirk Weser-Ems;abgesagt;NIS;D1-Level;12.03.2021;https://www.turnier.de/sport/tournament.aspx?id=941E7A2D-584C-46AE-BC56-DEFB9EB244B5;https://www.nbv-online.de/ausschreibung/200322-DBV-Jgd-DRTE-U17-U19-Melle.pdf;nein;;;;;Einzel;Einzel;;;
24.03.2021;29.03.2021;Orleans Masters 2021 (Cancelled);Rangliste;;FRA;ORLEANS;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
25.03.2021;29.03.2021;2nd Brazil International Junior 2021 (Cancelled);Rangliste;;BRA;Campinas;;;BWF;Junior Future Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
26.03.2021;29.03.2021;YONEX Waikato International 2021 (Cancelled);Rangliste;;NZL;Hamilton;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
26.03.2021;29.03.2021;Polish Open 2021 (Cancelled);Rangliste;;POL;Krakow;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.03.2021;29.03.2021;1. A-RLT O19;Rangliste;1;DE;Gera;;;DBV;A-Level;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
28.03.2021;29.03.2021;2. C-RLT BAY U11-U19 (abgesagt);Rangliste;2;DE;Erdweg;;abgesagt;BAY;C1-Level;17.03.2021;https://www.turnier.de/sport/tournament?id=6F85BAB5-847D-4719-B06B-7A78992314F2;;ja;;Einzel/Doppel;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
28.03.2021;28.03.2021; D-RLT SAH  U15 (Landesrangliste);Rangliste;;DE;06118 Halle/Saale;;Landesrangliste;SAH;E-Level;21.03.2021;https://www.turnier.de/sport/tournament?id=79B63D47-DE0C-4C91-B025-8C94564D3646;;ja;;;;Einzel/Mixed;;;;;
28.03.2021;29.03.2021;1. A-RLT U17/U19;Rangliste;1;DE;Beuel   +++   wegen Corona-Krise ABGESAGT  +++;;;DBV;A-Level;03.03.2021;https://www.turnier.de/sport/tournament?id=ABB1C144-32A4-451D-B885-3D451D0D2E7A;;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
28.03.2021;28.03.2021;1. D-RLT SAC RVL U11-U19;Rangliste;1;DE;Rudolf-Hildebrand-Schule, Mehringstr. 8, 04416 Markkleeberg;RVL;;SAC;D2-Level;14.03.2021;https://www.turnier.de/sport/tournament?id=94FC009D-86D7-41E2-A6BF-EB7D1D71C03A;;ja;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
28.03.2021;28.03.2021; E-RLT BAY Schwaben U11-U17 (abgesagt);Rangliste;;DE;Dillingen;Schwaben;abgesagt;BAY;E-Level;17.03.2021;https://www.turnier.de/sport/tournament?id=BF65599A-6F51-42AB-B4CE-8DBC3D766AAB;;ja;;Einzel/Doppel;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;;
28.03.2021;29.03.2021; E-RLT NIS  U9-U22 (Offene Oldenburger Stadtmeisterschaften, abgesagt);Rangliste;;DE;Oldenburg;;Offene Oldenburger Stadtmeisterschaften, abgesagt;NIS;E-Level;19.03.2021;https://www.turnier.de/sport/tournament.aspx?id=4F3679E7-E719-4F13-A50D-36376796E6D7;https://www.nbv-online.de/ausschreibung/200328-29-DBV-ERTE-U9-U22-Oldenburger-Stadtmeisterschaften.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;
28.03.2021;28.03.2021; E-RLT BAY Oberfranken U11-U17 (abgesagt);Rangliste;;DE;Hof;Oberfranken;abgesagt;BAY;E-Level;17.03.2021;https://www.turnier.de/sport/tournament?id=133B6F83-2435-41B9-B707-15816F1DAC1F;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;;
28.03.2021;28.03.2021;1. D-RLT SAC RV Dresden U15/O19;Rangliste;1;DE;Fischerstraße 5, 02977 Hoyerswerda;RV Dresden;;SAC;D2-Level;21.03.2021;;;ja;;;;Einzel;;;;Einzel;
28.03.2021;29.03.2021;4. A-RLT U11/U13 (S-Pro-Finanz German Junior Master);Rangliste;4;DE;Obere Saar    +++   wegen Corona-Krise ABGESAGT  +++;;S-Pro-Finanz German Junior Master;DBV;A-Level;07.03.2021;;;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;;;;;;
31.03.2021;05.04.2021;YONEX Canadian International Challenge 2021 (Cancelled);Rangliste;;CAN;Fort McMurray;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
01.04.2021;05.04.2021;YONEX Osaka International Challenge 2021 (Cancelled);Rangliste;;JPN;Moriguchi;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
02.04.2021;05.04.2021;Finnish Open 2021 (Cancelled);Rangliste;;FIN;Vantaa;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
02.04.2021;04.04.2021;FZ FORZA Czech U17 International;Rangliste;;DE;Český Krumlov;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
03.04.2021;04.04.2021;1. B-RLT Nord U11/U13 (Test);Rangliste;1;DE;nn;;Test;GRN;B-Level;;;;nein;;Einzel;Einzel;;;;;;
04.04.2021;04.04.2021;3. C-RLT SAC U11/U17 (U11 D/E - U17 D/M);Rangliste;3;DE;Bergstadthalle Brand-Erbisdorf Brandsteig 4 (Sportgelände Dammstrasse), 09618 Brand-Erbisdorf;;U11 D/E - U17 D/M;SAC;C2-Level;14.03.2021;https://www.turnier.de/sport/tournament?id=10CE3F45-8FF4-401B-A381-2A7BA2C89633;http://www.bvsachsen.de/index.php?option=com_jevents&task=cat.listevents&offset=1&category_fv=153&Itemid=81;ja;;Einzel/Doppel;;;Doppel/Mixed;;;;
04.04.2021;05.04.2021;2. A-RLT U15;Rangliste;2;DE;Alzey   +++   wegen Corona-Krise ABGESAGT  +++;;;DBV;A-Level;10.03.2021;;;nein;;;;Einzel/Mixed;;;;;
05.04.2021;05.04.2021; D-RLT SAC Chemnitz U13/U19;Rangliste;;DE;Stollberg;Chemnitz;;SAC;D2-Level;22.03.2021;https://www.turnier.de/sport/tournament?id=91B92591-06C9-4DD9-B0D0-8749C771616D;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;;Einzel;;;Einzel;;;
07.04.2021;12.04.2021;Singapore Open 2021 (Cancelled);Rangliste;;SGP;Singapore;;;BWF;HSBC BWF World Tour Super 500;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
08.04.2021;11.04.2021;ADIDAS Dutch International 2021 (Cancelled);Rangliste;;NED;Wateringen;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
10.04.2021;12.04.2021; C-RLT BBB U9-U22 (+++ Canceled+++ Yonex-Junior-Cup 2021);Rangliste;;DE;Berlin;BBB;+++ Canceled+++ Yonex-Junior-Cup 2021;BBB;C2-Level;21.03.2021;;;ja;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;
10.04.2021;12.04.2021;VICTOR JOT U17 - CANCELLED;Rangliste;;NN;Edegem;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
11.04.2021;13.04.2021;VICTOR JOT U11/U15;Rangliste;;BE;Edegem;;;BEC;BEC-U15;19.03.2021;;http://www.juniorolvetournament.be/includes/editions/jot_2021/Victor%20JOT%202120%20-%20Rules%20and%20Information%20U11%20U13%20U15.pdf;nein;;;;Einzel/Doppel/Mixed;;;;;
14.04.2021;19.04.2021;Pembangunan Jaya Raya Junior GP 2021 (Postponed);Rangliste;;INA;Tangerang Selatan;;;BWF;Junior International Grand Prix;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
16.04.2021;19.04.2021;Perú International 2021 (Cancelled);Rangliste;;PER;Lima;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
17.04.2021;19.04.2021;FZ FORZA Alpes International U19 2021 (Cancelled);Rangliste;;FRA;Voiron;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
18.04.2021;18.04.2021;3. C-RLT MVP U13-U19;Rangliste;3;DE;+++ abgesagt +++;;;MVP;D1-Level;04.04.2021;https://www.turnier.de/sport/tournament?id=2DC67F19-5E93-499C-AB27-0F4CC5C72B49;;ja;;;Doppel;Doppel;Doppel;Doppel;;;
18.04.2021;19.04.2021;2. D-RLT NIS NBV-Bezirk Braunschweig U11-U19 (abgesagt);Rangliste;2;DE;Braunschweig-Weststadt;NBV-Bezirk Braunschweig;abgesagt;NIS;D1-Level;09.04.2021;;https://www.nbv-online.de/ausschreibung/200418-19-DBV-Jgd-DRTE-U11-U19-Braunschweig-Weststadt.pdf;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
18.04.2021;19.04.2021;2. D-RLT NIS NBV-Bezirk Lüneburg U9-U19 (abgesagt);Rangliste;2;DE;Brietlingen;NBV-Bezirk Lüneburg;abgesagt;NIS;D1-Level;09.04.2021;;https://www.nbv-online.de/ausschreibung/200418-19-DBV-Jgd-DRTE-U9-U19-Brietlingen.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;;
18.04.2021;19.04.2021;5. A-RLT U11/U13 (FZ Forza Heimaterde Masters 2021);Rangliste;5;DE;Mülheim   +++   wegen Corona-Krise ABGESAGT  +++;;FZ Forza Heimaterde Masters 2021;DBV;A-Level;29.03.2021;;;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;;;;;;
19.04.2021;19.04.2021; D-RLT SAC Chemnitz U15/O19;Rangliste;;DE;;Chemnitz;;SAC;D2-Level;05.04.2021;https://www.turnier.de/sport/tournament?id=DE6A9948-3E83-4C1C-8CFC-1718877FE52E;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;;;Einzel;;;;Einzel/Mixed;
21.04.2021;26.04.2021;2021 European Championships (Cancelled);Rangliste;;UKR;Kyiv;;;BWF;Continental Individual Championships;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
21.04.2021;26.04.2021;Badminton Asia Championships 2021 (Cancelled);Rangliste;;PHI;Manila;;;BWF;Continental Individual Championships;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
23.04.2021;26.04.2021;XXIV Pan Am Individual Championships 2021 (Cancelled);Rangliste;;PER;Lima;;;BWF;Continental Individual Championships;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
25.04.2021;25.04.2021;3. C-RLT SAC U15;Rangliste;3;DE;Jahnsportstätte am Sportplatz Hauptstraße 57a, 02779 Großschönau;;;SAC;C2-Level;04.04.2021;https://www.turnier.de/sport/tournament?id=087686E2-FE17-411C-AD49-EB021C1C62DC;http://www.bvsachsen.de/index.php?option=com_jevents&task=cat.listevents&offset=1&category_fv=153&Itemid=81;ja;;;;Doppel/Mixed;;;;;
25.04.2021;26.04.2021;3. C-RLT BAY U11-U19 (abgesagt);Rangliste;3;DE;Dillingen;;abgesagt;BAY;C1-Level;14.04.2021;https://www.turnier.de/sport/tournament?id=D8C1DCAF-459B-420F-B2B8-E8A496BFA5CB;;ja;;Einzel/Doppel;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
25.04.2021;25.04.2021; E-RLT SAH Magdeburg U11-U19 (4. Regionalrangliste);Rangliste;;DE;39524 Sandau;Magdeburg;4. Regionalrangliste;SAH;E-Level;22.04.2021;https://www.turnier.de/sport/tournament?id=60D37218-7FB2-415D-B5E6-356ED70C05B2;;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
25.04.2021;26.04.2021;2. D-RLT HES Bezirk Frankfurt U11-U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;2;DE;Neu-Anspach & Frankfurt;Bezirk Frankfurt;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;24.03.2021;;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
25.04.2021;25.04.2021; E-RLT SAH Dessau U11-U19 (4. Regionalrangliste);Rangliste;;DE;Wolfen-Nord;Dessau;4. Regionalrangliste;SAH;E-Level;22.04.2021;https://www.turnier.de/sport/tournament?id=97A1CF56-52CC-4F01-BE63-4539941188A0;;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
25.04.2021;26.04.2021; E-RLT BRE  U11-U19 (1. Victor DBV E-Einzelrangliste U11-U19 2021);Rangliste;;DE;Bremen;;1. Victor DBV E-Einzelrangliste U11-U19 2021;BRE;E-Level;;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
25.04.2021;25.04.2021;3. D-RLT SAC RVL U13/U17;Rangliste;3;DE;Turnhalle Breitschuhstr. 17, 04249 Leipzig;RVL;;SAC;D2-Level;11.04.2021;https://www.turnier.de/sport/tournament?id=E4033D82-3B04-40CF-9926-C855F3AC77DD;;ja;;;Einzel;;Einzel;;;;
25.04.2021;26.04.2021;3. C-RLT NIS U13-U19 (abgesagt);Rangliste;3;DE;Schüttorf;;abgesagt;NIS;C1-Level;16.04.2021;;https://www.nbv-online.de/ausschreibung/200425-26-DBV-Jgd-CRTE-U13-U19-Schuettorf2.pdf;nein;;;Einzel;Einzel;Einzel;Einzel;;;
25.04.2021;25.04.2021; E-RLT BAY Unterfranken U11-U17 (abgesagt);Rangliste;;DE;Marktheidenfeld;Unterfranken;abgesagt;BAY;E-Level;14.04.2021;https://www.turnier.de/sport/tournament?id=A500BB5D-E63A-4CD4-90B1-90786C98EAF6;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;;
25.04.2021;25.04.2021; E-RLT BAY Oberbayern U11-U17 (abgesagt);Rangliste;;DE;Oberhaching;Oberbayern;abgesagt;BAY;E-Level;14.04.2021;https://www.turnier.de/sport/tournament?id=23319839-70F7-479A-B764-1AD53A4CD0A0;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;;
25.04.2021;26.04.2021;1. D-RLT HES Bezirk Darmstadt U9-U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;1;DE;Seeheim-Jugenheim;Bezirk Darmstadt;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;04.04.2021;;;ja;Einzel;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
25.04.2021;25.04.2021;2. E-RLT NIS KFV Grafschaft Bentheim U9-U19 (abgesagt);Rangliste;2;DE;Neuenhaus;KFV Grafschaft Bentheim;abgesagt;NIS;E-Level;16.04.2021;;https://www.nbv-online.de/ausschreibung/200425-DBV-ERTE-U9-U19-Neuenhaus.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;;
02.05.2021;02.05.2021;4. C-RLT MVP U15/U19;Rangliste;4;DE;Güstrow    +++ abgesagt +++;;;MVP;D1-Level;18.04.2021;https://www.turnier.de/sport/tournament?id=3F260647-E964-4B03-8DFD-F4C023C69B80;;ja;;;;Einzel;;Einzel;;;
02.05.2021;03.05.2021;3. D-RLT BAY  U13-U19 (3. Trevor-Stewart-Cup- abgesagt);Rangliste;3;DE;Neubiberg;;3. Trevor-Stewart-Cup- abgesagt;BAY;D1-Level;21.04.2021;;;nein;;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
02.05.2021;02.05.2021;2. D-RLT HES Bezirk Kassel U11-U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;2;DE;Korbach;Bezirk Kassel;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;23.04.2021;;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
02.05.2021;02.05.2021;2. D-RLT SAC RVL U11-U19;Rangliste;2;DE;Jahn-Sporthalle Liebertwolkwitz, Am Angerteich 2, 04288 Leipzig;RVL;;SAC;D2-Level;18.04.2021;https://www.turnier.de/sport/tournament?id=7ABA4F08-0B81-4536-87A1-3095713E41A2;;ja;;Einzel;;Einzel;;Einzel;;;
02.05.2021;03.05.2021;2. D-RLT BRE  U11-U19 (2. Victor BBV D-Einzelrangliste U11-U19 2021);Rangliste;2;DE;Bremen;;2. Victor BBV D-Einzelrangliste U11-U19 2021;BRE;D1-Level;;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
02.05.2021;03.05.2021;1. C-RLT SAA U11;Rangliste;1;DE;+++ wegen Corona-Krise ABGESAGT +++;;;SAA;C2-Level;05.04.2021;;;nein;;Einzel;;;;;;;
02.05.2021;02.05.2021;2. C-RLT NIS U11 (abgesagt);Rangliste;2;DE;Isernhagen NB;;abgesagt;NIS;C1-Level;23.04.2021;;https://www.nbv-online.de/ausschreibung/200502-DBV-Jgd-CRTE-U11-Isernhagen-NB2.pdf;nein;;Einzel;;;;;;;
02.05.2021;02.05.2021;2. D-RLT SAC RV Dresden U11-U19;Rangliste;2;DE;Dörnerzaunstraße, 09599 Freiberg;RV Dresden;;SAC;D2-Level;25.04.2021;;;ja;;Doppel;;Doppel/Mixed;;Doppel/Mixed;;;
02.05.2021;03.05.2021;3. C-RLT BAW U11-U19;Rangliste;3;DE;Schorndorf +++ wegen Corona-Krise ABGESAGT +++;;;BAW;C1-Level;17.04.2021;;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
02.05.2021;03.05.2021;3. C-RLT BBB O19 (RLT Doppel/Mixed O19);Rangliste;3;DE;Berlin/Brandenburg +++ wegen Corona-Krise ABGESAGT +++;BBB;RLT Doppel/Mixed O19;BBB;C2-Level;;;;nein;;;;;;;;Doppel/Mixed;
02.05.2021;02.05.2021; Kreismeisterschaften NIS KFV Osterholz U13-O19 (abgesagt);Meisterschaft;;DE;Vollersode-Wallhöfen;KFV Osterholz;abgesagt;NIS;E-Level;23.04.2021;;https://www.nbv-online.de/ausschreibung/200502-16-LG-OHZ-KEM-O19-U9-U19-Vollersode-Wallhoefen.pdf;nein;;;Doppel;Doppel;Doppel;Doppel;;Einzel/Doppel/Mixed;
02.05.2021;03.05.2021;3. C-RLT RHP U11-U19;Rangliste;3;DE;abgesagt;;;RHP;C2-Level;28.04.2021;;https://badminton-rlp.de/wp-content/uploads/2021/01/Ausschreibung3.VBRU11-U19_2021.pdf;nein;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
02.05.2021;02.05.2021;3. C-RLT THÜ U11;Rangliste;3;DE;Gera;;;THÜ;D1-Level;18.04.2021;https://www.turnier.de/sport/tournament?id=F8DB97A1-4CF9-4515-BB72-3E44E67E3C78;;nein;;Einzel/Doppel;;;;;;;
03.05.2021;03.05.2021; D-RLT SAC Chemnitz U15/U19;Rangliste;;DE;Annaberg-Buchholz;Chemnitz;;SAC;D2-Level;19.04.2021;https://www.turnier.de/sport/tournament?id=A3DAD641-735F-456E-917A-AD83685DD4D7;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;;;Doppel/Mixed;;Doppel/Mixed;;;
07.05.2021;10.05.2021;LI-NING Denmark Challenge 2021 (Cancelled);Rangliste;;DEN;Farum;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
08.05.2021;10.05.2021;6. A-RLT U11/U13 (Flora Cup 2021);Rangliste;6;DE;Elmshorn   +++   wegen Corona-Krise ABGESAGT  +++;;Flora Cup 2021;DBV;A-Level;10.04.2021;;;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;;
09.05.2021;09.05.2021;2. C-RLT THÜ U15/U19;Rangliste;2;DE;Suhl;;;THÜ;D1-Level;25.04.2021;https://www.turnier.de/sport/tournament?id=49F60C0D-7D54-4F6A-979D-8C4FA77B4BCE;;nein;;;;Einzel/Mixed;;Einzel/Mixed;;;
09.05.2021;09.05.2021;2. D-RLT SAC RVL U11-U19;Rangliste;2;DE;Jahn-Sporthalle Liebertwolkwitz, Am Angerteich 2, 04288 Leipzig;RVL;;SAC;D2-Level;25.04.2021;https://www.turnier.de/sport/tournament?id=210AC20C-3456-42D6-9556-6C842C03DFDE;;ja;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
09.05.2021;10.05.2021;1. D-RLT HES Bezirk Frankfurt O19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;1;DE;noch offen;Bezirk Frankfurt;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
09.05.2021;10.05.2021;3. D-RLT HES Bezirk Wiesbaden U11-U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;3;DE;Bad Camberg;Bezirk Wiesbaden;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;01.05.2021;;;ja;;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
09.05.2021;10.05.2021;3. D-RLT HES Bezirk Wiesbaden O19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;3;DE;Bad Camberg;Bezirk Wiesbaden;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;01.05.2021;;;ja;;;;;;;;Einzel/Doppel/Mixed;
09.05.2021;10.05.2021; D-RLT NRW Süd 2 U9-U19 ((VORERST ABGESAGT )Offene Leverkusener Stadtmeisterschaften 2021 der Schüler und Jungend mit Young-Masters);Rangliste;;DE;Leverkusen;Süd 2;(VORERST ABGESAGT )Offene Leverkusener Stadtmeisterschaften 2021 der Schüler und Jungend mit Young-Masters;NRW;D1-Level;01.05.2021;https://www.turnier.de/sport/tournament?id=02FFD3C7-BDB1-4118-ABBB-B533EBF7346C;;ja;Einzel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
09.05.2021;10.05.2021;3. C-RLT BBB O19 (RLT Einzel O19);Rangliste;3;DE;Berlin/Brandenburg +++ wegen Corona-Krise ABGESAGT +++;BBB;RLT Einzel O19;BBB;C2-Level;;;;nein;;;;;;;;Einzel;
10.05.2021;10.05.2021; D-RLT SAC Chemnitz U15/O19;Rangliste;;DE;Marienberg;Chemnitz;;SAC;D2-Level;26.04.2021;https://www.turnier.de/sport/tournament?id=162438C6-FB06-4DD6-8F6A-D0EE485C6A5F;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;;;Einzel;;;;Einzel/Mixed;
10.05.2021;10.05.2021;2. D-RLT SAC RV Dresden U13-O19;Rangliste;2;DE;Am Schacht, 01558 Großenhain;RV Dresden;;SAC;D2-Level;02.05.2021;;;ja;;;Doppel/Mixed;;Doppel/Mixed;;;Doppel/Mixed;
13.05.2021;16.05.2021;FZ FORZA Slovenia International 2021 (Cancelled);Rangliste;;SLO;Medvode;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
15.05.2021;17.05.2021;Adria Youth International U15;Rangliste;;HR;Opatija;;;BEC;BEC-U15;04.05.2021;;http://badmintonpeople.com/Clubs/CommonDrive/Components/GetWWWFile.aspx?fileID=84171;nein;;;;Einzel/Doppel/Mixed;;;;;
15.05.2021;17.05.2021;Glasgow International Youth U15;Rangliste;;GB;Glasgow;;;BEC;BEC-U15;;;;nein;;;;Einzel/Doppel/Mixed;;;;;
16.05.2021;17.05.2021;4. C-RLT HES U13/U15 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;4;DE;Vellmar;;+++ wegen Corona-Krise ABGESAGT +++;HES;C1-Level;14.04.2021;;;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;
16.05.2021;17.05.2021;2. C-RLT NRW U11-U19 (ABGESAGT  2. Verbands- DRLT Süd 1);Rangliste;2;DE;Solingen;Süd 1;ABGESAGT  2. Verbands- DRLT Süd 1;NRW;C1-Level;05.05.2021;https://www.turnier.de/sport/tournament?id=D5B3D324-F93B-4FFC-821B-7C44C41E1C8B;;ja;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
16.05.2021;16.05.2021;3. C-RLT SAC U13/U19;Rangliste;3;DE;Sporthalle Ottokarplatz Zittau 02763 Zittau, An der Sporthalle 4;;;SAC;C2-Level;25.04.2021;https://www.turnier.de/sport/tournament?id=08BD15B2-297A-4D03-9147-8B578719C613;http://www.bvsachsen.de/index.php?option=com_jevents&task=cat.listevents&offset=1&category_fv=153&Itemid=81;ja;;;Doppel/Mixed;;;Doppel/Mixed;;;
16.05.2021;16.05.2021; Bezirksmeisterschaften BAW NB (Nordbaden) U11-U19 (Bezirksmeisterschaften);Meisterschaft;;DE;+++ wegen Corona-Krise ABGESAGT +++;NB (Nordbaden);Bezirksmeisterschaften;BAW;D1-Level;;;;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
16.05.2021;17.05.2021;4. C-RLT BAY U11-U19 (abgesagt);Rangliste;4;DE;Diedorf;;abgesagt;BAY;C1-Level;05.05.2021;https://www.turnier.de/sport/tournament?id=58924C7C-D038-4965-B4D0-16FE64459746;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
