Start-Datum;End-Datum;Name;Turnierart;Ordnungsnummer;Land;Ort;Region;Offener-Turniername;Veranstalter;Kategorie;Meldeschluss;Turnier-Link;Ausschreibung-Link;Ausschreibung-PDF;AK_U9;AK_U11;AK_U13;AK_U15;AK_U17;AK_U19;AK_U22;AK_O19;AK_O35
20.10.2020;25.10.2020;"Indonesia International Challenge 2020 (Cancelled)";Rangliste;;INA;tbi;;;BWF;"International Challenge";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
20.10.2020;25.10.2020;"VICTOR DENMARK MASTERS 2020 (Cancelled)";Rangliste;;DEN;"Odense V";;;BWF;"HSBC BWF World Tour Super 750";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
21.10.2020;24.10.2020;"Israel Open 2020 (Cancelled)";Rangliste;;ISR;"Kibbutz Hatzor";;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
22.10.2020;25.10.2020;"V Santo Domingo Junior International 2020 (Cancelled)";Rangliste;;DOM;"Santo Domingo";;;BWF;"Junior Future Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
22.10.2020;25.10.2020;"Algeria International 2020 (Cancelled)";Rangliste;;ALG;Alger;;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
23.10.2020;25.10.2020;"FZ FORZA Finnish Junior 2020 (Cancelled)";Rangliste;;FIN;Espoo;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
23.10.2020;25.10.2020;"RSL Lithuanian U17 International";Rangliste;;NN;Vilnius;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
24.10.2020;25.10.2020;" Südwestdeutsche Meisterschaften U13-U19";Meisterschaft;;DE;"Hechtsheim, RHP";;;GRM;B-Level;10.10.2020;;;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
24.10.2020;25.10.2020;" Westdeutsche Meisterschaften U13-U19";Meisterschaft;;DE;Mülheim;West;;GRW;B-Level;13.10.2020;https://dbv.turnier.de/sport/tournament?id=2545318F-9854-4C11-AF3D-A7CC58B7F62E;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_WDM_U19__2020.pdf;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
24.10.2020;25.10.2020;" Landesmeisterschaften NRW U11 (Westdeutsche Meisterschaften U11)";Meisterschaft;;DE;Mülheim;;"Westdeutsche Meisterschaften U11";NRW;C1-Level;13.10.2020;https://www.turnier.de/sport/tournament?id=2545318F-9854-4C11-AF3D-A7CC58B7F62E;https://www.badminton-nrw.de/fileadmin/jugendwart/pdf_xls_doc/NRW/Ausschreibung_WDM_U19__2020.pdf;nein;;Einzel;;;;;;;
24.10.2020;25.10.2020;" Südostdeutsche Meisterschaften U13-U19";Meisterschaft;;DE;Augsburg;;;GRSO;B-Level;03.10.2020;https://dbv.turnier.de/sport/tournament?id=08787375-C1D5-4AF9-A90B-8969C1783150;;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
26.10.2020;01.11.2020;"WONCHEON YONEX Korea Junior Open Badminton Championships 2020 (Cancelled)";Rangliste;;KOR;Miryang;;;BWF;"Junior International Challenge";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
26.10.2020;28.10.2020;"Algeria Junior International 2020 (Cancelled)";Rangliste;;ALG;Alger;;;BWF;"Junior Future Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
27.10.2020;01.11.2020;"CIPUTRA HANOI - YONEX SUNRISE Vietnam International Challenge 2020 (Cancelled)";Rangliste;;VIE;Hanoi;;;BWF;"International Challenge";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.10.2020;01.11.2020;"SaarLorLux Open 2020";Rangliste;;GER;Saarbrücken;;;BWF;"BWF Tour Super 100";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.10.2020;01.11.2020;"Macau Open 2020 (Cancelled)";Rangliste;;MAC;Macau;;;BWF;"HSBC BWF World Tour Super 300";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.10.2020;31.10.2020;"XI Santo Domingo Open 2020 (Cancelled)";Rangliste;;DOM;"Santo Domingo";;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
28.10.2020;31.10.2020;"45th YONEX Hungarian International Championships 2020 (Cancelled)";Rangliste;;HUN;Budaors;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
30.10.2020;01.11.2020;" Norddeutsche Meisterschaften U13-U19";Meisterschaft;;DE;"Preetz (SLH)";;;GRN;B-Level;15.10.2020;;;ja;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
30.10.2020;01.11.2020;"Adria U17 International - CANCELLED";Rangliste;;NN;Opatija;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
02.11.2020;07.11.2020;"2020 European Junior Championships";Rangliste;;FIN;Nastola;;;BWF;"Continental Junior Individual Championships";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
03.11.2020;08.11.2020;"Fuzhou China Open 2020 (Cancelled)";Rangliste;;CHN;Fuzhou;;;BWF;"HSBC BWF World Tour Super 750";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
03.11.2020;08.11.2020;"Malaysia International Challenge 2020 (Cancelled)";Rangliste;;MAS;Ipoh;;;BWF;"International Challenge";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
04.11.2020;08.11.2020;"II Guatemala Future Series 2020 (Cancelled)";Rangliste;;GUA;Guatemala;;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
04.11.2020;08.11.2020;"CONDENSATE Kazakhstan International Series 2020 (Cancelled)";Rangliste;;KAZ;Uralsk;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
05.11.2020;08.11.2020;"55 Portuguese International Championships 2020 (New Dates)";Rangliste;;POR;"Caldas da Rainha";;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
05.11.2020;08.11.2020;"FZ FORZA Norwegian International 2020 (Cancelled)";Rangliste;;NOR;Sandefjord;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
05.11.2020;08.11.2020;"Swedish Youth Games (U17) - CANCELLED";Rangliste;;NN;Malmö;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
07.11.2020;07.11.2020;"6. C-RLT THÜ U11";Rangliste;6;DE;Gera;;;THÜ;D1-Level;24.10.2020;https://dbv.turnier.de/sport/tournament?id=F1039802-1D6E-4CB6-B2B5-7D7573EB3269;https://cloud2.badminton.de/index.php/s/KtTT66TD24mHDyt;nein;;Einzel/Doppel;;;;;;;
07.11.2020;08.11.2020;"1. C-RLT BBB U17";Rangliste;1;DE;N.N.;Berlin;;BBB;C2-Level;27.10.2020;;;ja;;;;;Einzel/Doppel;;;;
07.11.2020;08.11.2020;"1. D-RLT BBB  U17";Rangliste;1;DE;N.N.;;;BBB;D2-Level;27.10.2020;;;ja;;;;;Einzel;;;;
07.11.2020;08.11.2020;"1. E-RLT BBB  U17";Rangliste;1;DE;N.N.;;;BBB;E-Level;27.10.2020;;;ja;;;;;Einzel;;;;
07.11.2020;08.11.2020;"3. D-RLT BAW SW U11-U19";Rangliste;3;DE;Friedrichshafen;SW;;BAW;D1-Level;01.11.2020;https://www.turnier.de/sport/tournament?id=8B17AB0FBD6D-4ED6-9A6B-59580C1ED45B;https://bwbv.de/nachrichten/dateiupload/001280_200929Ausschreibung_FN.pdf;ja;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
07.11.2020;08.11.2020;"3. D-RLT BAW NB U11-U19";Rangliste;3;DE;Rastatt;NB;;BAW;D1-Level;30.10.2020;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
10.11.2020;15.11.2020;"YONEX-SUNRISE Hong Kong Open 2020 (Cancelled)";Rangliste;;HKG;"Hong Kong";;;BWF;"HSBC BWF World Tour Super 500";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
10.11.2020;14.11.2020;"XIV Suriname International 2020 (Cancelled)";Rangliste;;SUR;Paramaribo;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
10.11.2020;15.11.2020;"INFOSYS FOUNDATION India International Challenge 2020 (Cancelled)";Rangliste;;IND;Mumbai;;;BWF;"International Challenge";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
11.11.2020;14.11.2020;"FZ FORZA Irish Open 2020 (Cancelled)";Rangliste;;IRL;Dublin;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
12.11.2020;15.11.2020;"Colombia Junior Internacional 2020 (Cancelled)";Rangliste;;COL;Manizalez;;;BWF;"Junior Future Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
12.11.2020;15.11.2020;"Turkey U17 Open - NEW DATES";Rangliste;;NN;Ankara;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
13.11.2020;15.11.2020;"Czech Junior 2020";Rangliste;;CZE;Orlova;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
13.11.2020;15.11.2020;"4. A-RLT O19";Rangliste;4;DE;Baruth/Mark;;;DBV;A-Level;14.10.2020;;https://www.badminton.de/der-dbv/ausschreibungen/;ja;;;;;;;;Einzel/Doppel/Mixed;
14.11.2020;14.11.2020;"2. E-RLT BAW SW Nord U11-U19";Rangliste;2;DE;Herrenberg;"SW Nord";;BAW;E-Level;08.11.2020;https://www.turnier.de/sport/tournament?id=B6ABD506-418A-4583-91F7-7B777415531E;https://bwbv.de/nachrichten/dateiupload/001281_200928Aus_E2_SW_Reg1_3_2020_.pdf;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
14.11.2020;14.11.2020;"4. C-RLT THÜ U15/U19";Rangliste;4;DE;Erfurt;;;THÜ;D1-Level;31.10.2020;https://dbv.turnier.de/sport/tournament?id=43928045-EF09-41F2-B3B3-66876A2BD2F5;https://cloud2.badminton.de/index.php/s/mm36TaRSYc3anCw;nein;;;;Einzel/Mixed;;Einzel/Mixed;;;
14.11.2020;14.11.2020;"2. E-RLT BAW SB Ost U11-U19";Rangliste;2;DE;Spaichingen;"SB Ost";;BAW;E-Level;06.11.2020;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
14.11.2020;15.11.2020;"5. C-RLT BAY U11-U19";Rangliste;5;DE;Ochsenfurt;;;BAY;C1-Level;03.11.2020;https://dbv.turnier.de/sport/tournament?id=3E1A8AD0-F189-4317-AD6D-5DCFEEFF5802;;ja;;Einzel/Doppel;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
14.11.2020;14.11.2020;" E-RLT BAY Mittelfranken U11-U17";Rangliste;;DE;N.N.;Mittelfranken;;BAY;E-Level;03.11.2020;;;nein;;Einzel/Doppel;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;;
14.11.2020;14.11.2020;" E-RLT BAY Oberbayern U11-U17";Rangliste;;DE;N.N.;Oberbayern;;BAY;E-Level;03.11.2020;;;nein;;Einzel/Doppel;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;;
14.11.2020;14.11.2020;"3. B-RLT Süd-Ost U13";Rangliste;3;DE;Ochsenfurt;;;GRSO;B-Level;;https://dbv.turnier.de/sport/tournament?id=0125EE78-8034-4D12-AC12-6A8AE60DA06F;;ja;;;Einzel/Doppel;;;;;;
14.11.2020;15.11.2020;"1. C-RLT BBB U13/U19";Rangliste;1;DE;Blankenfelde;BBB;;BBB;C2-Level;03.11.2020;https://www.turnier.de/sport/tournament?id=0160618B-148C-46AE-AF4C-D8B7B71B39E7;;ja;;;Einzel;;;Einzel;;;
14.11.2020;15.11.2020;"2. C-RLT SLH U11-U19 (SHBV-C-Rangliste 2020)";Rangliste;2;DE;"24113 Molfsee";Schleswig-Holstein;"SHBV-C-Rangliste 2020";SLH;C2-Level;31.10.2020;;https://www.shbv.de/upload/termine/2385.pdf;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
14.11.2020;15.11.2020;"1. E-RLT BBB  U13/U19";Rangliste;1;DE;Blankenfelde;;;BBB;E-Level;03.11.2020;;https://www.turnier.de/sport/tournament?id=0160618B-148C-46AE-AF4C-D8B7B71B39E7;ja;;;Einzel;;;Einzel;;;
14.11.2020;15.11.2020;"1. D-RLT BBB  U13/U19";Rangliste;1;DE;Blankenfelde;;;BBB;D2-Level;03.11.2020;https://www.turnier.de/sport/tournament?id=0160618B-148C-46AE-AF4C-D8B7B71B39E7;;ja;;;Einzel;;;Einzel;;;
14.11.2020;14.11.2020;"2. E-RLT BAW NW Ost U11-U19";Rangliste;2;DE;Neuhausen;"NW Ost";;BAW;E-Level;06.11.2020;"https://dbv.turnier.de/sport/tournament?id=3CF7209A-4D92-4DCA-A0A7- 67497AD56498";;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
15.11.2020;15.11.2020;"2. E-RLT BAW NB Nord U11-U19";Rangliste;2;DE;Wiesloch;"NB Nord";;BAW;E-Level;07.11.2020;https://www.turnier.de/sport/tournament?id=E1FED7F9-66AF-4346-BCC9-73125341039A;https://bwbv.de/jugend/nb/jugend/saison201920/news_files/Ausschreibung_ERLT-Nord_2020_2.pdf;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
15.11.2020;15.11.2020;"2. E-RLT BAW SB Süd U11-U19";Rangliste;2;DE;Steinenstadt;"SB Süd";;BAW;E-Level;06.11.2020;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
17.11.2020;22.11.2020;"Syed Modi India International 2020 (Cancelled)";Rangliste;;IND;Lucknow;;;BWF;"HSBC BWF World Tour Super 300";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
17.11.2020;22.11.2020;"BLIBLI Indonesia Open 2020 (Cancelled)";Rangliste;;INA;Jakarta;;;BWF;"HSBC BWF World Tour Super 1000";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
17.11.2020;22.11.2020;"Dubai Junior International Series 2020 (Cancelled)";Rangliste;;UAE;Dubai;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
18.11.2020;22.11.2020;"XI International Mexicano 2020 (New Dates)";Rangliste;;MEX;Aguascalientes;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
18.11.2020;22.11.2020;"I Future Series Costa Rica 2020 (Cancelled)";Rangliste;;CRC;Cartago;;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
19.11.2020;22.11.2020;"Russian International Junior White Nights 2020 (Cancelled)";Rangliste;;RUS;Gatchina;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
19.11.2020;22.11.2020;"Scottish Open 2020 (Cancelled)";Rangliste;;SCO;Glasgow;;;BWF;"International Challenge";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
19.11.2020;22.11.2020;"Slovenia Future Series 2020";Rangliste;;SLO;Brežice;;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
19.11.2020;22.11.2020;"Botswana International 2020 (Cancelled)";Rangliste;;BOT;Gaborone;;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
19.11.2020;22.11.2020;"Russian U17 International White Nights - CANCELLED";Rangliste;;NN;Gatchina;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
20.11.2020;22.11.2020;"FZ FORZA Slovak Junior 2020";Rangliste;;SVK;Trencin;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
20.11.2020;22.11.2020;"Serbian U17 International - Novi Sad - NEW DATES";Rangliste;;NN;"Novi Sad";;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
21.11.2020;21.11.2020;"3. D-RLT THÜ  U13/U17";Rangliste;3;DE;Gera;;;THÜ;E-Level;07.11.2020;https://dbv.turnier.de/sport/tournament?id=07A1ECF0-5758-479F-AE58-4143353B2B91;https://cloud2.badminton.de/index.php/s/ie3NB2SRAfXy9qq;nein;;;Einzel;;Einzel;;;;
21.11.2020;22.11.2020;" Deutsche Meisterschaften U13";Meisterschaft;;DE;Oststeinbek;;;DBV;A-Level;12.11.2020;;;ja;;;Einzel/Doppel/Mixed;;;;;;
21.11.2020;21.11.2020;"7. C-RLT MVP U11-U17";Rangliste;7;DE;Rostock;;;MVP;D1-Level;07.11.2020;;;ja;;Einzel;Einzel;;Einzel;;;;
23.11.2020;29.11.2020;"Singapore Youth International Series 2020 (Cancelled)";Rangliste;;SGP;Singapore;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
24.11.2020;29.11.2020;"GWANGJU Korea Masters 2020 (Cancelled)";Rangliste;;KOR;"Gwangju Metropolitan City";;;BWF;"HSBC BWF World Tour Super 300";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
24.11.2020;29.11.2020;"CELCOM AXIATA Malaysia Open 2020 (Cancelled)";Rangliste;;MAS;"Bukit Jalil";;;BWF;"HSBC BWF World Tour Super 750";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
25.11.2020;29.11.2020;"White Nights 2020 (Cancelled)";Rangliste;;RUS;Gatchina;;;BWF;"International Challenge";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
25.11.2020;28.11.2020;"VICTOR Welsh International Badminton Championships 2020 (Cancelled)";Rangliste;;WAL;Cardiff;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
25.11.2020;29.11.2020;"YONEX - SUNRISE Bangladesh International Challenge 2020 (Cancelled)";Rangliste;;BAN;Dhaka;;;BWF;"International Challenge";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
26.11.2020;29.11.2020;"Zambia International 2020 (Cancelled)";Rangliste;;ZAM;LUSAKA;;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.11.2020;29.11.2020;"XII Portuguese International Junior 2020";Rangliste;;POR;"Caldas da Rainha";;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
27.11.2020;29.11.2020;"FZ FORZA Medvode U17";Rangliste;;NN;Medvode;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
28.11.2020;28.11.2020;"3. D-RLT THÜ  U15/U19";Rangliste;3;DE;Suhl;;;THÜ;E-Level;14.11.2020;https://dbv.turnier.de/sport/tournament?id=CFB425DC-DF34-4FE4-BE32-5707730CAD0F;https://cloud2.badminton.de/index.php/s/ecca9Hd7kjcGkDa;nein;;;;Einzel;;Einzel;;;
28.11.2020;29.11.2020;"6. D-RLT BAY  U13-U19";Rangliste;6;DE;Neuburg;;;BAY;D1-Level;17.11.2020;;;nein;;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
28.11.2020;29.11.2020;" Landesmeisterschaften SLH U11-U19 (Landeseinzelmeisterschaften 2020, U9 - U19 (C-Wertung))";Meisterschaft;;DE;"21514 Büchen";Schleswig-Holstein;"Landeseinzelmeisterschaften 2020, U9 - U19 (C-Wertung)";SLH;C2-Level;14.11.2020;;https://www.shbv.de/upload/termine/2386.pdf;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
28.11.2020;29.11.2020;" Deutsche Meisterschaften U15-U19";Meisterschaft;;DE;"Mülheim an der Ruhr";;;DBV;A-Level;12.11.2020;;;ja;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
01.12.2020;06.12.2020;"TOYOTA Thailand Open 2020 (Cancelled)";Rangliste;;THA;Bangkok;;;BWF;"HSBC BWF World Tour Super 500";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
01.12.2020;06.12.2020;"Vietnam International Series 2020 (Cancelled)";Rangliste;;VIE;Danang;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
01.12.2020;05.12.2020;"BANGABANDHU International Series 2020 (Postponed)";Rangliste;;BAN;Dhaka;;;BWF;"International Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
02.12.2020;06.12.2020;"Bahrain Junior International Series 2020 (Cancelled)";Rangliste;;BRN;Manama;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
03.12.2020;06.12.2020;"South Africa International 2020 (Cancelled)";Rangliste;;RSA;Durban;;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
03.12.2020;06.12.2020;"DECATHLON PERFLY Italian International 2020 (Cancelled)";Rangliste;;ITA;Milano;;;BWF;"International Challenge";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
04.12.2020;06.12.2020;"YONEX Estonian Junior 2020";Rangliste;;EST;Tartu;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
04.12.2020;06.12.2020;"YONEX Estonian U17 International";Rangliste;;NN;Tartu;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
04.12.2020;06.12.2020;"BABOLAT French U17 International - CANCELLED";Rangliste;;NN;Talence;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
05.12.2020;05.12.2020;"6. C-RLT BAY U11-U19";Rangliste;6;DE;Immenstadt;;;BAY;C1-Level;24.11.2020;;;nein;;Einzel/Doppel;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
05.12.2020;05.12.2020;" E-RLT BAY Oberfranken U11-U17";Rangliste;;DE;N.N.;Oberfranken;;BAY;E-Level;24.11.2020;;;nein;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;;
05.12.2020;05.12.2020;" E-RLT BAY Niederbayern/Oberpfalz U11-U17";Rangliste;;DE;N.N.;Niederbayern/Oberpfalz;;BAY;E-Level;24.11.2020;;;nein;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;;
05.12.2020;06.12.2020;" C-RLT NRW U11-U19 (PSV Jugendpokal 2020 / Wertungsturnier der Victor-Challenge 2020 und der DBV-Rangliste)";Rangliste;;DE;"45891 Gelsenkirchen";;"PSV Jugendpokal 2020 / Wertungsturnier der Victor-Challenge 2020 und der DBV-Rangliste";NRW;C1-Level;21.11.2020;https://www.turnier.de/sport/tournament?id=5B655241-86D7-4A87-8DDE-F8D4CBE25FDD;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
05.12.2020;05.12.2020;"8. C-RLT MVP U13-U19";Rangliste;8;DE;Malchin;;;MVP;D1-Level;21.11.2020;;;ja;;;Doppel;Doppel;Doppel;Doppel;;;
05.12.2020;05.12.2020;"2. D-RLT SAC Regionalverband Oberlausitz U15/U19";Rangliste;2;DE;"Oberland Sporthalle, Gerhart-Hauptmann-Straße 4a, 02689 Sohland/Spree";"Regionalverband Oberlausitz";;SAC;D2-Level;21.11.2020;;;ja;;;;Einzel;;Einzel;;;
05.12.2020;06.12.2020;" German Masters U11";Meisterschaft;;DE;Bonn-Beuel;;;DBV;A-Level;10.11.2020;;;nein;;Einzel/Doppel;;;;;;;
07.12.2020;09.12.2020;"South Africa Junior International 2020 (Cancelled)";Rangliste;;RSA;Durban;;;BWF;"Junior Future Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
07.12.2020;10.12.2020;"YONEX - SUNRISE Bangladesh Junior International Series 2020 (Cancelled)";Rangliste;;BAN;Dhaka;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
08.12.2020;13.12.2020;"YONEX-SUNRISE India Open 2020 (Cancelled)";Rangliste;;IND;"New Delhi";;;BWF;"HSBC BWF World Tour Super 500";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
09.12.2020;13.12.2020;"III El Salvador International 2020";Rangliste;;ESA;"San Salvador";;;BWF;"Future Series";;;;nein;;;;;;;;Einzel/Doppel/Mixed;
10.12.2020;13.12.2020;"Turkey Junior Open 2020";Rangliste;;TUR;Ankara;;;BWF;"Junior International Series";;;;nein;;;;;;Einzel/Doppel/Mixed;;;
